title,price,mileage,registration_year,previous_owners,fuel_type,body_type,engine,gearbox,doors,seats,emission_class,service_history
vauxhall crossland x,13000,16097,2020,1,petrol,suv,1.2,manual,5,5,6,unknown
hyundai i20,1850,105472,2009,4,petrol,hatchback,1.2,manual,3,5,4,unknown
renault clio,11890,49908,2021,3,petrol,hatchback,1.0,manual,5,5,6,unknown
volkswagen t-cross,17670,14385,2021,1,petrol,suv,1.0,manual,5,5,6,full
volkswagen golf,12995,96354,2017,2,diesel,hatchback,2.0,manual,5,5,6,unknown
vauxhall mokka x,9299,50560,2018,1,diesel,suv,1.6,manual,5,5,6,unknown
ford focus diesel hatchback,12250,45798,2019,4,diesel,hatchback,1.5,manual,5,5,6,unknown
vauxhall corsa,13999,13451,2021,1,petrol,hatchback,1.2,manual,5,5,6,full
subaru forester,4990,120403,2013,3,diesel,suv,2.0,manual,5,5,5,full
ford mondeo,8295,97726,2017,1,diesel,hatchback,2.0,manual,5,5,6,unknown
peugeot 3008,22999,15387,2021,1,diesel,suv,1.5,automatic,5,5,6,full
nissan juke,13499,30053,2020,1,petrol,suv,1.0,manual,5,5,6,unknown
bmw 3 series,22600,24098,2018,2,diesel,saloon,3.0,automatic,4,5,6,unknown
ford kuga,14595,47313,2018,2,diesel,suv,2.0,manual,5,5,6,unknown
renault grand scenic,4000,73000,2011,2,diesel,mpv,1.5,automatic,5,7,5,full
toyota yaris,13000,51179,2019,1,petrol hybrid,hatchback,1.5,automatic,5,5,6,unknown
renault captur,13364,17000,2020,1,petrol,suv,1.0,manual,5,5,6,unknown
seat ibiza,12495,43845,2019,1,petrol,hatchback,1.0,manual,5,5,6,unknown
audi a3 hatchback,15361,39611,2016,1,petrol,hatchback,1.4,manual,3,5,6,full
jaguar xe,9495,71000,2016,2,diesel,saloon,2.0,manual,4,5,6,unknown
kia xceed,15998,22714,2020,3,petrol,suv,1.0,manual,5,5,6,unknown
jaguar xe,7499,91000,2015,2,diesel,saloon,2.0,manual,4,5,6,unknown
ds automobiles ds 3 crossback,13150,44026,2019,3,diesel,suv,1.5,manual,5,5,6,unknown
toyota aygo,10700,16420,2019,3,petrol,hatchback,1.0,manual,5,4,6,unknown
vauxhall insignia,6995,64387,2016,2,diesel,hatchback,2.0,manual,5,5,6,unknown
audi q5,10750,126000,2013,3,diesel,suv,2.0,automatic,5,5,5,unknown
nissan qashqai hatchback,10981,46500,2016,2,petrol,suv,1.2,manual,5,5,6,unknown
citroen c1,6995,29521,2014,3,petrol,hatchback,1.0,manual,5,4,5,unknown
vauxhall corsa,11799,20405,2020,2,petrol,hatchback,1.2,manual,5,5,6,unknown
ford mondeo,9995,104795,2019,3,diesel,hatchback,2.0,manual,5,5,6,unknown
infiniti q50,7490,117000,2014,2,diesel,saloon,2.2,automatic,4,5,5,unknown
fiat fullback,8388,155000,2016,2,diesel,pickup,2.4,manual,4,5,5,full
hyundai i10,10595,8981,2019,3,petrol,hatchback,1.0,manual,5,5,6,unknown
mercedes-benz c class,2495,135000,2007,3,diesel,estate,2.1,automatic,5,5,4,unknown
toyota aygo,10700,16420,2019,3,petrol,hatchback,1.0,manual,5,4,6,unknown
volkswagen t-cross,17670,14385,2021,1,petrol,suv,1.0,manual,5,5,6,full
kia rio,7499,51234,2016,2,diesel,hatchback,1.4,manual,5,5,6,unknown
audi s3,10995,80000,2010,6,petrol,hatchback,2.0,automatic,5,5,4,unknown
audi a1,6995,80000,2013,3,petrol,hatchback,1.2,manual,3,4,5,full
vauxhall insignia,4450,108618,2013,3,diesel,estate,2.0,manual,5,5,5,full
audi a1 sportback,10802,52153,2017,2,petrol,hatchback,1.0,manual,5,5,6,unknown
vauxhall corsa,4995,103359,2017,3,petrol,hatchback,1.4,manual,3,5,6,unknown
ford kuga,15000,39579,2020,1,diesel,suv,2.0,manual,5,5,6,unknown
ford fiesta,2995,89999,2011,3,petrol,hatchback,1.3,manual,3,5,5,unknown
renault clio,11890,49908,2021,3,petrol,hatchback,1.0,manual,5,5,6,unknown
citroen c3,10381,33896,2018,2,petrol,hatchback,1.2,manual,5,5,6,unknown
mg mg zs,18365,1,2023,3,petrol,suv,1.5,manual,5,5,6,unknown
mercedes-benz e class,11050,66358,2014,5,diesel,coupe,2.1,automatic,2,4,5,unknown
seat ateca,25995,222,2023,3,petrol,suv,1.5,manual,5,5,6,unknown
mercedes-benz a class diesel hatchback,12495,62012,2016,1,diesel,hatchback,1.5,manual,5,5,6,unknown
nissan qashqai,12299,68273,2017,3,diesel,suv,1.6,manual,5,5,6,unknown
volkswagen golf,12495,48690,2017,3,petrol,hatchback,1.4,manual,5,5,6,unknown
nissan qashqai,12795,68676,2018,2,diesel,suv,1.5,manual,5,5,6,unknown
audi a7,10495,82000,2013,4,diesel,hatchback,3.0,automatic,5,5,5,full
vauxhall corsa,12699,40105,2021,1,petrol,hatchback,1.2,manual,5,5,6,unknown
renault clio,11890,49908,2021,3,petrol,hatchback,1.0,manual,5,5,6,unknown
peugeot 208,7180,28491,2015,1,petrol,hatchback,1.2,manual,3,5,5,unknown
peugeot 3008,7995,63845,2015,3,diesel,suv,1.6,manual,5,5,6,unknown
bmw 1 series,18798,13271,2020,1,petrol,hatchback,1.5,manual,5,5,6,unknown
fiat 500,11495,20000,2022,3,petrol,hatchback,1.0,manual,3,4,6,unknown
dacia sandero stepway,5490,49432,2014,3,diesel,hatchback,1.5,manual,5,5,5,full
vauxhall astra,6850,100569,2018,1,diesel,estate,1.6,manual,5,5,6,unknown
renault grand scenic,4000,73000,2011,2,diesel,mpv,1.5,automatic,5,7,5,full
toyota yaris,13000,51179,2019,1,petrol hybrid,hatchback,1.5,automatic,5,5,6,unknown
volkswagen t-cross,17670,14385,2021,1,petrol,suv,1.0,manual,5,5,6,full
bmw 4 series,11495,120000,2016,3,diesel,coupe,2.0,automatic,2,4,6,unknown
bmw 3 series,23220,36795,2020,1,diesel hybrid,saloon,2.0,automatic,4,5,6,unknown
abarth 595,11699,42237,2018,3,petrol,hatchback,1.4,manual,3,4,6,unknown
vauxhall mokka,4600,121910,2013,1,diesel,suv,1.7,manual,5,5,5,unknown
ford ecosport hatchback,11990,36046,2018,2,petrol,suv,1.0,manual,5,5,6,unknown
hyundai tucson,12500,45540,2018,1,petrol,suv,1.6,manual,5,5,6,unknown
vauxhall astra,5300,57379,2015,3,petrol,hatchback,1.4,manual,5,5,6,unknown
ford kuga,21798,12080,2020,3,diesel,suv,1.5,manual,5,5,6,unknown
nissan micra,10999,30845,2020,1,petrol,hatchback,1.0,manual,5,5,6,full
audi a6,25000,34364,2019,1,diesel,estate,2.0,automatic,5,5,6,unknown
toyota aygo,1795,110000,2006,4,petrol,hatchback,1.0,manual,5,4,4,unknown
renault clio,11890,49908,2021,3,petrol,hatchback,1.0,manual,5,5,6,unknown
mercedes-benz a class,12995,38000,2013,1,petrol,hatchback,1.6,automatic,5,5,6,unknown
renault clio,9290,29264,2018,1,petrol,hatchback,0.9,manual,5,5,6,unknown
volkswagen passat,13150,65641,2019,1,diesel,saloon,2.0,manual,4,5,6,unknown
dacia logan mcv,9995,36588,2019,3,diesel,estate,1.5,manual,5,5,6,unknown
citroen c3 aircross,14436,16983,2021,1,petrol,suv,1.2,manual,5,5,6,unknown
renault koleos,16995,38252,2018,2,diesel,suv,2.0,automatic,5,5,6,full
hyundai i10,7290,42040,2017,3,petrol,hatchback,1.2,manual,5,5,5,unknown
peugeot 208 puretech active premium s/s hatchback,14150,21777,2022,1,petrol,hatchback,1.2,manual,5,5,6,unknown
toyota aygo,1795,110000,2006,4,petrol,hatchback,1.0,manual,5,4,4,unknown
renault clio,11890,49908,2021,3,petrol,hatchback,1.0,manual,5,5,6,unknown
volkswagen polo,15970,11500,2021,1,petrol,hatchback,1.0,manual,5,5,6,full
audi a6,15799,84292,2018,2,diesel,saloon,2.0,automatic,4,5,6,unknown
vauxhall corsa,13999,13315,2020,1,petrol,hatchback,1.2,manual,5,5,6,full
vauxhall crossland x,12399,16497,2020,1,petrol,suv,1.2,manual,5,5,6,unknown
renault clio,14499,24424,2022,1,petrol,hatchback,1.0,manual,5,5,6,full
nissan juke,9799,33371,2017,2,petrol,suv,1.2,manual,5,5,6,unknown
mercedes-benz a-class,17000,44956,2019,1,petrol,hatchback,1.3,manual,5,5,6,unknown
mini hatch,4395,63500,2008,2,petrol,hatchback,1.6,automatic,3,4,4,unknown
dacia duster estate,14899,10424,2022,1,petrol,suv,1.0,manual,5,5,6,unknown
mini hatch,16900,19385,2021,1,petrol,hatchback,1.5,manual,3,4,6,unknown
volkswagen t-cross,17670,14385,2021,1,petrol,suv,1.0,manual,5,5,6,full
nissan qashqai,14990,45774,2020,3,petrol,suv,1.3,automatic,5,5,6,unknown
mercedes-benz e class,5850,102000,2013,3,diesel,saloon,2.1,manual,4,5,5,full
citroen c3 picasso,7995,32947,2017,3,diesel,mpv,1.6,manual,5,5,6,unknown
vauxhall corsa,6995,48890,2015,3,petrol,hatchback,1.4,manual,5,5,6,unknown
jaguar xe,16950,23982,2016,2,diesel,saloon,2.0,automatic,4,5,6,unknown
renault captur,9195,57005,2017,2,diesel,suv,1.5,manual,5,5,6,unknown
vauxhall corsa,10999,6669,2019,1,petrol,hatchback,1.4,manual,5,5,6,unknown
volkswagen golf diesel hatchback,6588,73500,2011,2,diesel,hatchback,1.6,manual,5,5,5,full
nissan qashqai,8490,73010,2014,2,diesel,suv,1.5,manual,5,5,5,unknown
volkswagen polo,13170,17422,2019,2,petrol,hatchback,1.0,manual,5,5,6,full
volkswagen beetle,10995,77250,2013,2,petrol,convertible,1.4,manual,2,4,5,full
mercedes-benz c class,2495,135000,2007,3,diesel,estate,2.1,automatic,5,5,4,unknown
volkswagen t-cross,17670,14385,2021,1,petrol,suv,1.0,manual,5,5,6,full
volkswagen polo,15970,11500,2021,1,petrol,hatchback,1.0,manual,5,5,6,full
land rover discovery 4,15500,111643,2015,4,diesel,suv,3.0,automatic,5,7,5,unknown
audi q2 estate,16995,39950,2017,1,petrol,suv,1.4,manual,5,5,6,unknown
audi q3,11490,100000,2015,3,diesel,suv,2.0,automatic,5,5,6,unknown
ford fiesta,5495,67000,2014,3,diesel,hatchback,1.6,manual,5,5,5,full
volkswagen polo,7995,53727,2016,1,petrol,hatchback,1.0,manual,3,5,6,unknown
fiat 500x,12995,20704,2019,2,petrol,suv,1.0,manual,5,5,6,unknown
renault megane,12299,36000,2019,2,petrol,estate,1.3,manual,5,5,6,full
volkswagen scirocco diesel coupe,11289,67202,2016,1,diesel,hatchback,2.0,manual,3,4,6,full
nissan juke,11000,45462,2019,1,petrol,suv,1.6,manual,5,5,6,full
jaguar xj,8490,50679,2006,5,diesel,saloon,2.7,automatic,4,5,4,unknown
hyundai tucson,12999,26286,2018,1,petrol,suv,1.6,manual,5,5,6,unknown
mercedes-benz c class,15500,84400,2014,5,diesel,saloon,2.1,automatic,4,5,6,full
vauxhall insignia grand sport,11795,41887,2017,2,diesel,hatchback,1.6,manual,5,5,6,unknown
vauxhall mokka x,10999,44728,2018,2,petrol,suv,1.4,manual,5,5,6,unknown
bmw 1 series,16099,47964,2017,1,petrol,hatchback,1.5,automatic,5,5,6,unknown
volkswagen passat,13199,62000,2018,1,diesel,saloon,2.0,automatic,4,5,6,unknown
volkswagen sharan,4575,160291,2005,1,diesel,mpv,1.9,manual,5,7,4,full
citroen c3,10256,31595,2018,2,petrol,hatchback,1.2,manual,5,5,6,full
bmw 2 series,17599,26607,2019,3,petrol,coupe,1.5,automatic,2,4,6,unknown
toyota yaris,13000,51179,2019,1,petrol hybrid,hatchback,1.5,automatic,5,5,6,unknown
bmw 2 series diesel gran tourer,14447,60459,2016,3,diesel,mpv,2.0,manual,5,7,6,unknown
vauxhall corsa,13999,8720,2021,1,petrol,hatchback,1.2,manual,5,5,6,unknown
renault clio,13499,28688,2022,1,petrol,hatchback,1.0,manual,5,5,6,full
mercedes-benz a class,17899,55461,2019,2,petrol,hatchback,1.3,manual,5,5,6,unknown
citroen grand c4 picasso,7790,80861,2016,2,diesel,mpv,1.6,manual,5,7,6,unknown
peugeot 208,16899,7794,2020,1,petrol,hatchback,1.2,automatic,5,5,6,unknown
vauxhall corsa,8799,39065,2019,3,petrol,hatchback,1.4,manual,3,5,6,unknown
bmw 1 series,7500,128000,2012,3,diesel,hatchback,2.0,automatic,5,5,5,unknown
renault megane,4400,36063,2012,2,petrol,hatchback,1.6,manual,5,5,5,full
renault grand scenic,4000,73000,2011,2,diesel,mpv,1.5,automatic,5,7,5,full
toyota aygo,10700,16420,2019,3,petrol,hatchback,1.0,manual,5,4,6,unknown
citroen c3,10998,22506,2019,2,petrol,hatchback,1.2,manual,5,5,6,unknown
bmw 1 series,9995,97000,2016,2,diesel,hatchback,2.0,manual,5,5,6,unknown
citroen c3,4700,50000,2013,3,diesel,hatchback,1.4,manual,5,5,5,unknown
nissan juke,11000,45462,2019,1,petrol,suv,1.6,manual,5,5,6,full
volkswagen golf,8995,72400,2015,2,petrol,hatchback,1.4,manual,5,5,5,unknown
mini hatch,9299,58700,2013,2,petrol,hatchback,1.6,manual,3,4,5,unknown
seat ibiza,17899,18746,2022,1,petrol,hatchback,1.0,automatic,5,5,6,unknown
volkswagen polo,10498,34133,2016,3,petrol,hatchback,1.0,manual,5,5,6,unknown
toyota aygo,10700,16420,2019,3,petrol,hatchback,1.0,manual,5,4,6,unknown
vauxhall crossland x hatchback,10999,26000,2019,1,petrol,suv,1.2,manual,5,5,6,unknown
ford focus diesel hatchback,15999,21000,2020,1,diesel,hatchback,1.5,manual,5,5,6,unknown
mercedes-benz gle class,33900,92000,2019,1,diesel,suv,2.0,automatic,5,5,6,unknown
mazda mazda6 tourer,23910,23178,2020,1,petrol,estate,2.5,automatic,5,5,6,unknown
peugeot 108,8695,25846,2018,1,petrol,hatchback,1.2,manual,5,4,6,unknown
vauxhall crossland x,13499,19632,2020,1,petrol,suv,1.2,manual,5,5,6,full
hyundai i20,1850,105472,2009,4,petrol,hatchback,1.2,manual,3,5,4,unknown
toyota aygo,10700,16420,2019,3,petrol,hatchback,1.0,manual,5,4,6,unknown
mini hatch cooper,6995,57237,2014,2,diesel,hatchback,1.5,manual,3,4,6,unknown
mg mg zs,18515,1,2023,3,petrol,suv,1.5,manual,5,5,6,unknown
ford fiesta,10883,26451,2017,3,petrol,hatchback,1.0,manual,5,5,6,unknown
kia sportage estate,15862,29246,2019,2,petrol,suv,1.6,manual,5,5,6,unknown
bmw 5 series,12999,85000,2014,2,diesel,saloon,2.0,automatic,4,5,6,unknown
volvo v60,9990,70325,2016,3,diesel,estate,2.0,manual,5,5,6,full
bmw x3 series,28240,45155,2019,1,diesel,suv,2.0,automatic,5,5,6,unknown
ford fiesta,7695,44500,2016,3,petrol,hatchback,1.3,manual,3,5,6,full
audi q5,9990,96000,2012,2,diesel,suv,2.0,automatic,5,5,5,unknown
vauxhall corsa,13995,6461,2020,1,petrol,hatchback,1.2,manual,5,5,6,unknown
toyota yaris,13000,51179,2019,1,petrol hybrid,hatchback,1.5,automatic,5,5,6,unknown
bmw 2 series,17599,26607,2019,3,petrol,coupe,1.5,automatic,2,4,6,unknown
land rover range rover sport,25995,36363,2015,3,diesel,suv,3.0,automatic,5,5,5,unknown
citroen c3 aircross,9500,49047,2018,2,diesel,suv,1.6,manual,5,5,6,unknown
ford fiesta,10699,41485,2020,1,petrol,hatchback,1.0,manual,5,5,6,full
volkswagen caddy maxi life,8995,119842,2014,3,diesel,mpv,1.6,automatic,5,7,5,unknown
jeep renegade,10300,61000,2015,2,petrol,suv,1.4,manual,5,5,6,unknown
kia xceed hatchback,18499,4000,2021,1,petrol,suv,1.0,manual,5,5,6,unknown
vauxhall crossland x,13599,17782,2020,1,petrol,suv,1.2,manual,5,5,6,full
vauxhall astra,10600,30407,2019,1,diesel,hatchback,1.6,manual,5,5,6,unknown
nissan qashqai,14999,30287,2019,1,diesel,suv,1.5,manual,5,5,6,unknown
peugeot 508,17999,58256,2021,2,petrol,estate,1.6,automatic,5,5,6,unknown
bmw 2 series,17599,26607,2019,3,petrol,coupe,1.5,automatic,2,4,6,unknown
mini hatch,11999,33156,2018,1,petrol,hatchback,1.5,manual,5,5,6,full
renault clio,500,138061,2007,5,petrol,hatchback,1.4,manual,3,5,4,unknown
ford focus,750,124512,2007,3,diesel,hatchback,1.6,manual,5,5,4,unknown
bmw 3 series,2999,118000,2008,3,diesel,convertible,3.0,automatic,2,4,4,unknown
seat ibiza,400,120842,2010,4,diesel,hatchback,1.2,manual,3,5,5,unknown
ford fiesta,499,111875,2007,4,petrol,hatchback,1.4,manual,3,5,4,unknown
peugeot 307 cc,700,114053,2006,1,petrol,convertible,1.6,manual,2,4,4,unknown
mazda mx-5,799,131848,2004,4,petrol,convertible,1.8,manual,2,2,3,unknown
fiat stilo,640,71000,2004,3,petrol,hatchback,1.4,manual,5,5,4,unknown
ford ka,700,70321,2008,6,petrol,hatchback,1.3,manual,3,5,4,unknown
vauxhall corsa,850,92000,2009,3,petrol,hatchback,1.4,manual,5,5,4,unknown
toyota verso,1575,118000,2010,3,diesel,mpv,2.0,manual,5,7,5,unknown
mini hatch,11999,33156,2018,1,petrol,hatchback,1.5,manual,5,5,6,full
mini convertible,1000,93552,2004,4,petrol,convertible,1.6,manual,2,4,4,unknown
audi a4,950,127000,2009,5,petrol,saloon,1.8,manual,4,5,4,unknown
renault clio,800,103200,2008,3,petrol,hatchback,1.2,manual,3,5,4,unknown
peugeot 206,950,62694,2005,4,petrol,hatchback,1.4,manual,3,5,3,unknown
peugeot 207,1990,81000,2012,4,petrol,hatchback,1.4,manual,5,5,5,unknown
renault twingo,1695,66700,2008,3,petrol,hatchback,1.2,manual,3,4,4,unknown
peugeot 207,1500,48000,2008,3,diesel,hatchback,1.6,manual,5,5,4,unknown
vauxhall corsa,1000,99513,2008,3,petrol,hatchback,1.2,manual,5,5,4,unknown
mitsubishi outlander,795,98000,2012,5,diesel,suv,2.2,manual,5,7,5,unknown
hyundai coupe,1495,64000,2005,3,petrol,coupe,1.6,manual,3,4,3,unknown
honda civic,699,159630,2004,1,petrol,hatchback,1.4,manual,5,5,3,unknown
peugeot 208,2990,91000,2014,2,diesel,hatchback,1.4,manual,3,5,5,unknown
audi a6 allroad,595,174009,2003,1,diesel,estate,2.5,automatic,5,5,4,unknown
peugeot 207,945,89500,2011,5,petrol,hatchback,1.6,manual,3,5,5,unknown
vauxhall zafira,1500,77175,2006,3,petrol,mpv,1.8,manual,5,7,4,unknown
skoda octavia,799,117072,2005,4,diesel,hatchback,1.9,manual,5,5,4,unknown
vauxhall tigra,800,99464,2008,5,petrol,convertible,1.4,manual,2,2,4,unknown
seat toledo,700,168870,2001,1,diesel,saloon,1.9,manual,4,5,2,unknown
bmw x5,4495,115000,2007,3,diesel,suv,3.0,automatic,5,5,4,unknown
vauxhall corsa,2789,135000,2015,3,petrol,hatchback,1.4,manual,3,5,6,unknown
volkswagen jetta,6698,61637,2013,3,diesel,saloon,2.0,manual,4,5,5,unknown
vauxhall corsa,1000,78648,2005,1,petrol,hatchback,1.2,manual,5,5,4,unknown
volkswagen polo,2999,121639,2010,3,petrol,hatchback,1.2,manual,3,5,5,unknown
fiat punto evo,1989,75000,2010,4,petrol,hatchback,1.4,manual,3,5,5,unknown
vauxhall astra,450,115000,2005,3,diesel,hatchback,1.7,manual,5,5,4,unknown
vauxhall astra,875,175000,2010,5,diesel,hatchback,1.7,manual,5,5,5,unknown
vauxhall astra,1990,64000,2010,5,petrol,hatchback,1.6,manual,5,5,5,unknown
ford streetka,990,91000,2003,8,petrol,convertible,1.6,manual,2,2,4,unknown
mini hatch,2490,111000,2010,6,diesel,hatchback,1.6,manual,3,4,5,unknown
vauxhall corsa,1548,86786,2009,3,diesel,hatchback,1.3,manual,5,5,4,unknown
mazda mazda3,999,129000,2005,3,petrol,hatchback,2.0,manual,5,5,4,unknown
mitsubishi outlander,795,98000,2012,5,diesel,suv,2.2,manual,5,7,5,unknown
peugeot 308,9149,55301,2016,3,diesel,hatchback,1.6,manual,5,5,6,unknown
nissan qashqai+2,1895,129100,2013,6,diesel,suv,1.5,manual,5,7,5,unknown
audi a3,850,142900,2008,3,diesel,hatchback,1.9,manual,5,5,4,unknown
kia rio,2990,26000,2010,1,petrol,hatchback,1.4,manual,5,5,4,unknown
ford fiesta,1295,116000,2007,3,petrol,hatchback,1.3,manual,5,5,4,unknown
vauxhall insignia,1495,168100,2013,4,diesel,hatchback,2.0,manual,5,5,5,unknown
toyota verso,1575,118000,2010,3,diesel,mpv,2.0,manual,5,7,5,unknown
citroen c3 picasso,1995,106583,2010,3,diesel,mpv,1.6,manual,5,5,5,unknown
vauxhall adam,1295,70984,2013,8,petrol,hatchback,1.4,manual,3,4,5,unknown
vauxhall astra,2499,100000,2015,4,diesel,hatchback,1.6,manual,5,5,6,unknown
peugeot 208,2199,100000,2014,4,petrol,hatchback,1.2,manual,3,5,5,unknown
peugeot 207,1990,81000,2012,4,petrol,hatchback,1.4,manual,5,5,5,unknown
vauxhall zafira tourer,13399,42847,2017,3,diesel,mpv,2.0,manual,5,7,6,unknown
suzuki swift,10707,11589,2020,1,petrol hybrid,hatchback,1.2,manual,5,5,6,unknown
ford fiesta,1490,104000,2005,5,petrol,hatchback,1.4,manual,5,5,4,unknown
mercedes-benz e class,2994,135000,2011,3,diesel,saloon,2.1,automatic,4,5,5,unknown
vauxhall astra,1370,115826,2010,1,petrol,hatchback,1.4,manual,5,5,5,unknown
seat ibiza,2450,98000,2012,2,petrol,hatchback,1.4,manual,5,5,5,unknown
vauxhall astra,3480,101000,2016,1,petrol,hatchback,1.4,manual,5,5,6,full
mitsubishi outlander,795,98000,2012,5,diesel,suv,2.2,manual,5,7,5,unknown
vauxhall astra,1995,107000,2012,3,diesel,hatchback,2.0,manual,5,5,5,unknown
jeep patriot,1000,112654,2008,4,diesel,suv,2.0,manual,5,5,4,unknown
vauxhall corsa,3350,88000,2015,3,petrol,hatchback,1.4,manual,3,5,6,unknown
mitsubishi outlander,795,98000,2012,5,diesel,suv,2.2,manual,5,7,5,unknown
vauxhall corsa,10998,39993,2020,3,petrol,hatchback,1.2,manual,5,5,6,unknown
volvo v50,1985,172000,2009,3,diesel,estate,2.4,automatic,5,5,4,unknown
citroen ds4,3495,127000,2012,3,diesel,hatchback,1.6,automatic,5,5,5,unknown
citroen berlingo,1495,92700,2004,3,diesel,mpv,2.0,manual,5,5,3,unknown
mitsubishi outlander,1489,145000,2007,3,diesel,suv,2.0,manual,5,7,4,unknown
ford ecosport,3850,98000,2014,3,diesel,suv,1.5,manual,5,5,5,unknown
ford mondeo,899,149154,2007,4,petrol,hatchback,2.0,manual,5,5,4,unknown
renault clio,1295,123000,2009,3,petrol,hatchback,1.2,manual,5,5,4,unknown
honda jazz,1990,93000,2002,5,petrol,hatchback,1.4,automatic,5,5,3,unknown
vauxhall corsa,2789,135000,2015,3,petrol,hatchback,1.4,manual,3,5,6,unknown
mitsubishi outlander,795,98000,2012,5,diesel,suv,2.2,manual,5,7,5,unknown
suzuki swift,10707,11589,2020,1,petrol hybrid,hatchback,1.2,manual,5,5,6,unknown
mini hatch,11999,33156,2018,1,petrol,hatchback,1.5,manual,5,5,6,full
mg tf,1800,40000,2004,4,petrol,convertible,1.6,manual,2,2,3,unknown
volkswagen polo,4310,67710,2013,2,petrol,hatchback,1.2,manual,5,5,5,unknown
ford fiesta,995,83653,2006,5,petrol,hatchback,1.3,manual,3,5,4,unknown
renault clio,1295,102000,2009,3,diesel,hatchback,1.5,manual,3,5,4,unknown
renault clio,2400,62203,2013,6,petrol,hatchback,1.2,manual,5,5,5,unknown
citroen xsara picasso,995,110000,2007,3,diesel,mpv,1.6,manual,5,5,4,unknown
nissan qashqai+2,2500,94932,2009,2,diesel,suv,2.0,manual,5,7,4,unknown
mg zr,1395,92000,2005,3,petrol,hatchback,1.4,manual,5,5,3,unknown
peugeot 207 sw,895,114312,2008,9,petrol,estate,1.4,manual,5,5,4,unknown
fiat punto evo,2250,86997,2011,2,petrol,hatchback,1.4,manual,3,5,5,unknown
fiat punto evo,1989,75000,2010,4,petrol,hatchback,1.4,manual,3,5,5,unknown
vauxhall corsa,10998,39993,2020,3,petrol,hatchback,1.2,manual,5,5,6,unknown
ford fiesta,9990,61981,2018,2,petrol,hatchback,1.0,manual,5,5,6,unknown
toyota yaris,1395,125000,2002,3,petrol,hatchback,1.5,manual,3,5,3,unknown
fiat multipla,1985,106000,2007,5,diesel,mpv,1.9,manual,5,6,4,unknown
renault clio,895,104000,2003,3,petrol,hatchback,1.2,manual,3,5,3,unknown
honda jazz,994,127000,2007,3,petrol,hatchback,1.4,manual,5,5,4,unknown
kia soul,1989,97000,2010,3,diesel,suv,1.6,manual,5,5,4,unknown
ford ka,2595,59000,2013,3,petrol,hatchback,1.2,manual,3,4,5,unknown
vauxhall corsa,1000,76874,2006,4,petrol,hatchback,1.2,manual,5,5,4,unknown
mitsubishi outlander,795,98000,2012,5,diesel,suv,2.2,manual,5,7,5,unknown
ford fiesta,9990,61981,2018,2,petrol,hatchback,1.0,manual,5,5,6,unknown
peugeot 308,9149,55301,2016,3,diesel,hatchback,1.6,manual,5,5,6,unknown
vauxhall insignia,2795,162000,2015,3,diesel,hatchback,2.0,manual,5,5,5,unknown
mazda mazda6,1795,107819,2009,3,petrol,hatchback,1.8,manual,5,5,4,unknown
seat leon,3000,126000,2014,7,diesel,hatchback,1.6,manual,5,5,5,unknown
ford focus,1399,117000,2010,4,petrol,hatchback,1.6,manual,5,5,4,unknown
honda accord,950,192567,2007,5,diesel,saloon,2.2,manual,4,5,4,unknown
fiat grande punto,2250,128000,2008,3,petrol,hatchback,1.4,manual,3,5,4,unknown
