title,price,mileage,registration_year,previous_owners,fuel_type,body_type,engine,gearbox,doors,seats,emission_class,service_history
vauxhall astra,10599,37726,2019,3,petrol,hatchback,1.4,manual,5,5,6,unknown
volkswagen jetta diesel saloon,6136,68521,2013,2,diesel,saloon,1.6,manual,4,5,5,unknown
vauxhall adam,6500,67878,2016,5,petrol,hatchback,1.2,manual,3,4,6,unknown
bmw 3 series,8995,65000,2012,3,diesel,saloon,2.0,automatic,4,5,5,unknown
mercedes-benz cla class,16495,64000,2017,2,diesel,saloon,2.1,automatic,4,5,6,unknown
audi a1,9495,58077,2012,3,petrol,hatchback,1.4,automatic,5,5,5,unknown
hyundai i20 hatchback,7499,54000,2016,1,petrol,hatchback,1.2,manual,5,5,6,unknown
fiat 500x,11995,36410,2019,2,petrol,suv,1.0,manual,5,5,6,unknown
nissan qashqai,3790,112000,2011,2,diesel,suv,1.5,manual,5,5,5,unknown
mercedes-benz a class,10750,46000,2014,3,diesel,hatchback,1.5,automatic,5,5,5,unknown
nissan juke,11000,45462,2019,1,petrol,suv,1.6,manual,5,5,6,full
renault clio,11890,49908,2021,3,petrol,hatchback,1.0,manual,5,5,6,unknown
mini coupe,7995,30000,2014,3,petrol,coupe,1.6,manual,2,2,6,unknown
audi a5,14399,71162,2016,2,diesel,hatchback,2.0,manual,5,5,6,unknown
vauxhall astra,5490,117856,2017,2,diesel,estate,1.6,manual,5,5,6,unknown
mercedes-benz gla class,8590,135000,2016,2,diesel,suv,2.1,manual,5,5,6,full
nissan navara diesel pick up,17394,75280,2017,4,diesel,pickup,2.3,manual,4,5,6,unknown
mazda 2,10995,32894,2020,1,petrol,hatchback,1.5,manual,5,5,6,unknown
nissan qashqai,3995,99141,2012,2,petrol,suv,1.6,manual,5,5,5,unknown
bmw 3 series,6795,135000,2014,3,diesel,saloon,2.0,automatic,4,5,5,unknown
ford fiesta,2995,89999,2011,3,petrol,hatchback,1.3,manual,3,5,5,unknown
toyota aygo,10700,16420,2019,3,petrol,hatchback,1.0,manual,5,4,6,unknown
bmw 2 series,17599,26607,2019,3,petrol,coupe,1.5,automatic,2,4,6,unknown
volkswagen cc,6999,62000,2012,3,diesel,saloon,2.0,automatic,4,5,5,full
ford fiesta,8499,41387,2016,2,petrol,hatchback,1.3,manual,5,5,6,full
ford galaxy,8995,145000,2015,3,diesel,mpv,2.0,automatic,5,7,6,unknown
volkswagen polo,15970,11500,2021,1,petrol,hatchback,1.0,manual,5,5,6,full
suzuki vitara,9977,52000,2016,2,diesel,suv,1.6,manual,5,5,6,unknown
mini hatch,9290,63042,2016,4,diesel,hatchback,2.0,manual,5,5,6,unknown
ford focus,6495,98593,2016,3,petrol,hatchback,1.0,manual,5,5,6,unknown
volkswagen t-cross,17670,14385,2021,1,petrol,suv,1.0,manual,5,5,6,full
bmw 2 series,17599,26607,2019,3,petrol,coupe,1.5,automatic,2,4,6,unknown
ford s-max,4995,128884,2014,1,diesel,mpv,2.0,manual,5,7,5,unknown
nissan qashqai,9999,48208,2016,2,diesel,suv,1.5,manual,5,5,6,unknown
ford fiesta,6500,109876,2018,3,petrol,hatchback,1.1,manual,5,5,6,unknown
mg mg hs,21495,1048,2023,1,petrol,suv,1.5,automatic,5,5,6,unknown
citroen ds4,4195,134000,2012,4,diesel,hatchback,1.6,manual,5,5,5,unknown
bmw 3 series,10995,58245,2013,3,petrol,saloon,2.0,manual,4,5,6,unknown
bmw 1 series,14495,40461,2018,2,petrol,hatchback,1.5,manual,3,5,6,unknown
nissan juke,14807,16000,2019,1,petrol,suv,1.0,manual,5,5,6,unknown
mercedes-benz c class,2495,135000,2007,3,diesel,estate,2.1,automatic,5,5,4,unknown
toyota yaris,13000,51179,2019,1,petrol hybrid,hatchback,1.5,automatic,5,5,6,unknown
ford fiesta,9195,46435,2017,2,petrol,hatchback,1.0,manual,5,5,6,unknown
honda cr-v,5500,141000,2015,3,diesel,suv,2.2,manual,5,5,5,unknown
bmw 4 series gran coupe,14399,70981,2014,1,diesel,hatchback,3.0,automatic,5,5,6,unknown
ford fiesta,9717,39290,2019,1,petrol,hatchback,1.1,manual,5,5,6,full
volvo v40,8995,78477,2017,2,petrol,hatchback,2.0,manual,5,5,6,unknown
vauxhall mokka,15499,18842,2021,1,petrol,suv,1.2,manual,5,5,6,full
ford kuga,7150,103895,2013,3,diesel,suv,2.0,manual,5,5,5,unknown
ford fusion,4199,47800,2009,3,petrol,hatchback,1.6,automatic,5,5,4,unknown
audi a6 saloon,6500,114000,2011,3,diesel,saloon,2.0,manual,4,5,5,unknown
hyundai i20,1850,105472,2009,4,petrol,hatchback,1.2,manual,3,5,4,unknown
nissan qashqai,14990,45774,2020,3,petrol,suv,1.3,automatic,5,5,6,unknown
renault clio,11890,49908,2021,3,petrol,hatchback,1.0,manual,5,5,6,unknown
citroen c4 cactus,8299,65354,2017,2,petrol,hatchback,1.2,manual,5,5,6,unknown
toyota auris,5950,105000,2013,3,petrol,hatchback,1.6,manual,5,5,5,unknown
audi a4,4490,109000,2010,4,diesel,saloon,2.0,manual,4,5,4,unknown
mini hatchback,8114,50150,2014,1,petrol,hatchback,1.2,manual,3,4,6,unknown
nissan juke,14549,47228,2020,1,petrol,suv,1.0,manual,5,5,6,unknown
vauxhall corsa,3495,83467,2013,3,petrol,hatchback,1.4,manual,5,5,5,full
renault captur,8899,45429,2016,2,diesel,suv,1.5,manual,5,5,6,unknown
ford fiesta,2995,89999,2011,3,petrol,hatchback,1.3,manual,3,5,5,unknown
volkswagen polo,15970,11500,2021,1,petrol,hatchback,1.0,manual,5,5,6,full
ford mondeo,9995,51351,2016,2,petrol,hatchback,1.0,manual,5,5,6,unknown
ford fiesta,4995,102000,2015,3,petrol,hatchback,1.0,manual,5,5,6,unknown
skoda karoq estate,20999,34000,2019,2,petrol,suv,1.5,automatic,5,5,6,unknown
bmw 3 series gran turismo,5800,150000,2014,4,diesel,hatchback,2.0,manual,5,5,6,unknown
ford c-max,7995,90000,2017,2,diesel,mpv,1.5,manual,5,5,6,unknown
hyundai ix35,6995,90000,2015,3,diesel,suv,1.7,manual,5,5,5,unknown
mercedes-benz a class,10900,57000,2014,4,diesel,hatchback,1.8,automatic,5,5,5,full
toyota yaris,13000,51179,2019,1,petrol hybrid,hatchback,1.5,automatic,5,5,6,unknown
ford fiesta,11495,40497,2020,1,petrol,hatchback,1.0,manual,5,5,6,unknown
toyota corolla,14599,21650,2019,2,petrol,hatchback,1.2,manual,5,5,6,unknown
peugeot 208,5250,56567,2014,3,petrol,hatchback,1.2,manual,3,5,5,unknown
mercedes-benz a class,7490,129000,2013,3,diesel,hatchback,1.5,manual,5,5,5,unknown
vauxhall meriva,5500,49398,2014,1,petrol,mpv,1.4,manual,5,5,6,full
volkswagen golf,9375,95563,2016,1,diesel,hatchback,2.0,manual,5,5,6,unknown
ford ka+,6999,58498,2017,3,petrol,hatchback,1.2,manual,5,5,6,unknown
nissan qashqai,10500,65000,2016,1,diesel,suv,1.5,manual,5,5,6,unknown
ford fiesta,3990,100000,2012,3,petrol,hatchback,1.3,manual,5,5,5,unknown
renault grand scenic,4000,73000,2011,2,diesel,mpv,1.5,automatic,5,7,5,full
toyota yaris,13000,51179,2019,1,petrol hybrid,hatchback,1.5,automatic,5,5,6,unknown
toyota yaris,13000,51179,2019,1,petrol hybrid,hatchback,1.5,automatic,5,5,6,unknown
nissan juke,13499,40571,2020,1,petrol,suv,1.0,manual,5,5,6,full
bmw 3 series,11995,136225,2017,3,petrol plug-in hybrid,saloon,2.0,automatic,4,5,6,unknown
ford fiesta,11445,29183,2019,1,petrol,hatchback,1.0,manual,3,5,6,unknown
mercedes-benz a class,11750,75500,2016,2,diesel,hatchback,1.5,automatic,5,5,6,full
dacia sandero,6000,20890,2014,1,petrol,hatchback,0.9,manual,5,5,5,unknown
vauxhall adam,7850,33918,2016,3,petrol,hatchback,1.4,manual,3,4,6,unknown
mini hatch cooper,7280,96000,2016,2,diesel,hatchback,1.5,manual,3,4,6,unknown
renault clio,6495,74434,2017,2,petrol,hatchback,1.1,manual,5,5,6,unknown
toyota yaris,13000,51179,2019,1,petrol hybrid,hatchback,1.5,automatic,5,5,6,unknown
nissan qashqai,14990,45774,2020,3,petrol,suv,1.3,automatic,5,5,6,unknown
mini hatch cooper,10495,39998,2015,3,petrol,hatchback,1.5,manual,3,4,6,unknown
vauxhall corsa,9299,13179,2019,1,petrol,hatchback,1.4,manual,5,5,6,unknown
bmw 4 series,15495,71127,2016,3,diesel,hatchback,2.0,automatic,5,5,6,unknown
audi a5,9000,154983,2017,1,diesel,hatchback,2.0,manual,5,5,6,unknown
vauxhall astra,5990,92244,2015,3,diesel,estate,1.3,manual,5,5,5,full
bmw 5 series gran turismo,4950,170000,2010,4,diesel,hatchback,3.0,automatic,5,5,5,unknown
bmw x1,12650,55650,2016,1,diesel,suv,2.0,automatic,5,5,6,unknown
volkswagen golf,5850,152229,2014,2,diesel,hatchback,2.0,manual,5,5,5,unknown
hyundai ioniq,15399,44434,2021,1,petrol hybrid,hatchback,1.6,automatic,5,5,6,full
mercedes-benz c class,2495,135000,2007,3,diesel,estate,2.1,automatic,5,5,4,unknown
volkswagen polo,15970,11500,2021,1,petrol,hatchback,1.0,manual,5,5,6,full
vauxhall astra,12995,19609,2021,1,petrol,hatchback,1.2,manual,5,5,6,unknown
toyota yaris,8499,65500,2016,2,petrol,hatchback,1.3,manual,5,5,6,unknown
chevrolet trax,5900,31000,2014,2,petrol,suv,1.6,manual,5,5,5,unknown
hyundai i20,10995,12592,2018,3,petrol,hatchback,1.2,manual,5,5,6,unknown
kia ceed,7490,94052,2014,3,petrol,hatchback,1.6,manual,5,5,5,unknown
renault clio,11999,12153,2020,1,petrol,hatchback,1.0,manual,5,5,6,full
renault modus,3290,65309,2011,3,diesel,mpv,1.5,manual,5,5,5,unknown
mini hatch cooper,10995,33824,2018,1,petrol,hatchback,1.5,manual,3,4,6,unknown
volkswagen polo,8950,42526,2016,1,petrol,hatchback,1.0,manual,5,5,6,full
mercedes-benz c class,2495,135000,2007,3,diesel,estate,2.1,automatic,5,5,4,unknown
volkswagen polo,15970,11500,2021,1,petrol,hatchback,1.0,manual,5,5,6,full
volkswagen t-cross,17670,14385,2021,1,petrol,suv,1.0,manual,5,5,6,full
peugeot 2008,9495,60496,2017,1,diesel,suv,1.6,manual,5,5,6,full
nissan qashqai,15877,24000,2019,1,petrol,suv,1.3,manual,5,5,6,unknown
honda cr-v,8995,70000,2013,2,petrol,suv,2.0,manual,5,5,5,unknown
fiat 500c,7990,20295,2015,3,petrol,convertible,1.2,manual,2,4,6,unknown
skoda fabia,10209,33773,2019,3,petrol,hatchback,1.0,manual,5,5,6,unknown
jaguar xf,6750,113000,2010,3,diesel,saloon,3.0,automatic,4,5,5,unknown
toyota aygo,8199,36224,2018,2,petrol,hatchback,1.0,manual,5,4,6,unknown
toyota aygo,1795,110000,2006,4,petrol,hatchback,1.0,manual,5,4,4,unknown
nissan qashqai,14990,45774,2020,3,petrol,suv,1.3,automatic,5,5,6,unknown
volkswagen t-cross,17670,14385,2021,1,petrol,suv,1.0,manual,5,5,6,full
citroen c3,11225,35643,2021,1,petrol,hatchback,1.2,manual,5,5,6,unknown
audi a4,7990,108999,2014,3,diesel,saloon,2.0,automatic,4,5,5,unknown
vauxhall corsa,12999,17439,2020,1,petrol,hatchback,1.2,manual,5,5,6,unknown
ford ka+,9999,19455,2018,5,petrol,hatchback,1.2,manual,5,5,6,unknown
vauxhall grandland x,13899,30310,2020,1,petrol,suv,1.2,manual,5,5,6,full
peugeot 2008,12999,23800,2018,2,petrol,suv,1.2,manual,5,5,6,full
land rover range rover evoque,24444,22189,2019,3,diesel,suv,2.0,manual,5,5,6,unknown
vauxhall insignia sports tourer,14495,40243,2017,2,diesel,estate,2.0,manual,5,5,6,unknown
mercedes-benz c class,2495,135000,2007,3,diesel,estate,2.1,automatic,5,5,4,unknown
volkswagen t-cross,17670,14385,2021,1,petrol,suv,1.0,manual,5,5,6,full
toyota yaris,13000,51179,2019,1,petrol hybrid,hatchback,1.5,automatic,5,5,6,unknown
nissan micra,7995,43000,2013,3,petrol,hatchback,1.2,automatic,5,5,5,full
renault clio,10299,36633,2020,1,petrol,hatchback,1.0,manual,5,5,6,full
ford kuga estate,14781,52355,2019,1,petrol,suv,1.5,manual,5,5,6,unknown
vauxhall meriva,4400,47000,2011,3,diesel,mpv,1.7,automatic,5,5,5,unknown
honda cr-v,5995,66347,2006,3,petrol,suv,2.0,automatic,5,5,4,full
suzuki ignis,8298,56118,2017,3,petrol,hatchback,1.2,manual,5,4,6,unknown
mazda 3,10200,42449,2017,2,diesel,hatchback,1.5,manual,5,5,6,unknown
nissan qashqai,9400,75000,2014,3,diesel,suv,1.5,manual,5,5,5,unknown
vauxhall adam,7699,45673,2017,3,petrol,hatchback,1.2,manual,3,4,6,unknown
mercedes-benz c class,2495,135000,2007,3,diesel,estate,2.1,automatic,5,5,4,unknown
renault clio,11890,49908,2021,3,petrol,hatchback,1.0,manual,5,5,6,unknown
volkswagen t-cross,17670,14385,2021,1,petrol,suv,1.0,manual,5,5,6,full
ford focus,7350,78907,2017,3,petrol,hatchback,1.0,manual,5,5,6,unknown
mercedes-benz a-class,12977,39000,2016,1,diesel,hatchback,1.5,manual,5,5,6,unknown
vauxhall grandland x,16199,46179,2021,1,petrol,suv,1.2,automatic,5,5,6,unknown
nissan x-trail,4995,129000,2011,3,diesel,suv,2.0,manual,5,5,5,full
audi q3,11995,73000,2014,3,diesel,suv,2.0,automatic,5,5,5,unknown
ford focus,6500,83000,2016,3,petrol,hatchback,1.0,manual,5,5,6,unknown
citroen c3,12771,10378,2021,1,petrol,hatchback,1.2,manual,5,5,6,unknown
ford fiesta hatchback,7533,50538,2017,1,petrol,hatchback,1.3,manual,3,5,6,unknown
hyundai i10,12999,28198,2021,1,petrol,hatchback,1.2,automatic,5,5,6,full
hyundai i20,1850,105472,2009,4,petrol,hatchback,1.2,manual,3,5,4,unknown
audi a5 diesel coupe,16555,68603,2017,1,diesel,coupe,2.0,automatic,2,4,6,full
nissan juke,11000,45462,2019,1,petrol,suv,1.6,manual,5,5,6,full
ssangyong korando,12995,42771,2018,2,diesel,suv,2.2,automatic,5,5,6,unknown
dacia duster,14795,12816,2020,1,petrol,suv,1.3,manual,5,5,6,unknown
audi a6 saloon,10000,164582,2018,1,diesel,saloon,2.0,automatic,4,5,6,unknown
peugeot 308,9995,59685,2016,1,diesel,estate,2.0,manual,5,5,6,unknown
volkswagen beetle,10995,49000,2013,3,petrol,hatchback,1.2,automatic,3,4,6,unknown
mercedes-benz e class,9995,60758,2016,3,diesel,coupe,2.1,automatic,2,4,6,unknown
dacia sandero,9999,7083,2021,2,petrol,hatchback,1.0,manual,5,5,6,full
mercedes-benz c class,15995,87000,2017,3,diesel,convertible,2.1,automatic,2,4,6,unknown
renault clio,6495,74434,2017,2,petrol,hatchback,1.1,manual,5,5,6,unknown
nissan qashqai,14990,45774,2020,3,petrol,suv,1.3,automatic,5,5,6,unknown
volkswagen t-cross,17670,14385,2021,1,petrol,suv,1.0,manual,5,5,6,full
citroen c1,7295,31961,2018,3,petrol,hatchback,1.0,manual,3,4,6,unknown
vauxhall astra,6600,77474,2015,2,petrol,hatchback,1.4,manual,5,5,6,full
audi a3,12695,57199,2015,3,diesel,saloon,2.0,manual,4,5,6,unknown
bmw 3 series,5990,50000,2011,3,diesel,saloon,2.0,automatic,4,5,5,unknown
volvo s60,7195,62000,2012,3,diesel,saloon,2.0,manual,4,5,5,unknown
audi a5,6999,126502,2014,2,diesel,hatchback,2.0,manual,5,5,5,unknown
volkswagen golf,12795,45049,2018,3,petrol,hatchback,1.0,manual,5,5,6,unknown
hyundai i20,1850,105472,2009,4,petrol,hatchback,1.2,manual,3,5,4,unknown
volkswagen t-cross,17670,14385,2021,1,petrol,suv,1.0,manual,5,5,6,full
toyota aygo,10700,16420,2019,3,petrol,hatchback,1.0,manual,5,4,6,unknown
vauxhall mokka x,10899,41729,2019,2,petrol,suv,1.4,manual,5,5,6,unknown
land rover range rover evoque,25100,26994,2019,3,diesel,suv,2.0,manual,5,5,6,unknown
alfa romeo giulietta,12599,17544,2019,1,diesel,hatchback,1.6,manual,5,5,6,full
peugeot 208,12697,10627,2019,1,petrol,hatchback,1.2,manual,5,5,6,unknown
honda civic diesel hatchback,12895,76773,2020,3,diesel,hatchback,1.6,manual,5,5,6,unknown
renault clio,9450,21670,2017,3,petrol,hatchback,1.2,manual,5,5,6,unknown
fiat 500x,7097,58058,2016,2,petrol,suv,1.6,manual,5,5,6,unknown
fiat 500x,8990,67109,2016,3,diesel,suv,2.0,automatic,5,5,6,unknown
ford kuga,14495,43841,2019,1,petrol,suv,1.5,manual,5,5,6,unknown
toyota aygo,10700,16420,2019,3,petrol,hatchback,1.0,manual,5,4,6,unknown
audi a5 diesel coupe,16555,68603,2017,1,diesel,coupe,2.0,automatic,2,4,6,full
renault clio,11890,49908,2021,3,petrol,hatchback,1.0,manual,5,5,6,unknown
audi q3,7999,153627,2015,3,diesel,suv,2.0,manual,5,5,6,unknown
audi a1,5990,75321,2011,3,petrol,hatchback,1.4,manual,3,4,5,full
vauxhall corsa,11998,32781,2020,3,petrol,hatchback,1.2,manual,5,5,6,unknown
vauxhall grandland x,14499,42160,2021,1,petrol,suv,1.2,manual,5,5,6,unknown
vauxhall corsa,8999,34540,2019,2,petrol,hatchback,1.4,manual,3,5,6,full
mercedes-benz a class,6999,100762,2013,3,diesel,hatchback,1.5,manual,5,5,5,unknown
vauxhall corsa,4750,84811,2015,3,petrol,hatchback,1.0,manual,3,5,6,unknown
skoda octavia,6150,95548,2013,2,diesel,hatchback,2.0,automatic,5,5,5,full
volkswagen t-cross,17670,14385,2021,1,petrol,suv,1.0,manual,5,5,6,full
toyota aygo,10700,16420,2019,3,petrol,hatchback,1.0,manual,5,4,6,unknown
fiat 500,6800,32400,2014,2,petrol,hatchback,1.2,manual,3,4,6,unknown
ssangyong korando,4277,82400,2013,3,diesel,suv,2.0,automatic,5,5,5,full
land rover range rover sport,30000,46000,2017,2,diesel,suv,2.0,automatic,5,5,6,unknown
audi a4 avant,6250,127000,2013,3,diesel,estate,2.0,manual,5,5,5,unknown
nissan qashqai hatchback,14999,33000,2020,1,petrol,suv,1.3,manual,5,5,6,unknown
seat ibiza,8499,54111,2017,2,petrol,hatchback,1.2,manual,3,5,6,unknown
renault clio,11799,28865,2020,2,petrol,hatchback,1.0,manual,5,5,6,full
vauxhall corsa,10999,13109,2020,1,petrol,hatchback,1.2,manual,5,5,6,full
toyota aygo,1795,110000,2006,4,petrol,hatchback,1.0,manual,5,4,4,unknown
toyota aygo,10700,16420,2019,3,petrol,hatchback,1.0,manual,5,4,6,unknown
toyota aygo,10700,16420,2019,3,petrol,hatchback,1.0,manual,5,4,6,unknown
bmw 1 series,7250,90395,2015,2,petrol,hatchback,1.6,manual,5,5,6,unknown
skoda fabia,11029,33517,2019,1,petrol,hatchback,1.0,manual,5,5,6,unknown
citroen c3,9564,44106,2019,1,petrol,hatchback,1.2,manual,5,5,6,full
vauxhall insignia,8695,91344,2018,1,diesel,estate,1.6,manual,5,5,6,unknown
ford fiesta,14983,6561,2021,3,petrol,hatchback,1.0,manual,5,5,6,unknown
ford fiesta,5400,50849,2013,4,petrol,hatchback,1.3,manual,3,5,5,unknown
citroen c4 picasso diesel mpv,11999,9000,2017,1,diesel,mpv,1.6,manual,5,5,6,unknown
fiat 500,6999,33211,2017,3,petrol,hatchback,1.2,manual,3,4,6,unknown
toyota aygo,10700,16420,2019,3,petrol,hatchback,1.0,manual,5,4,6,unknown
volkswagen polo,15970,11500,2021,1,petrol,hatchback,1.0,manual,5,5,6,full
peugeot 2008,11520,29258,2018,2,petrol,suv,1.2,manual,5,5,6,full
jaguar xe,16095,45000,2017,3,diesel,saloon,2.0,automatic,4,5,6,unknown
mercedes-benz cls,10995,88000,2013,3,diesel,saloon,3.0,automatic,4,4,5,unknown
vauxhall corsa,12299,26831,2020,1,petrol,hatchback,1.2,manual,5,5,6,unknown
hyundai i20,9495,12214,2016,2,petrol,hatchback,1.2,manual,5,5,6,unknown
mercedes-benz c class,12295,63276,2014,3,diesel,saloon,2.1,automatic,4,5,6,unknown
bmw 1 series,6030,111681,2015,1,diesel,hatchback,2.0,manual,5,5,6,full
ford focus active,16250,19195,2020,3,petrol,estate,1.0,manual,5,5,6,unknown
renault clio,6495,74434,2017,2,petrol,hatchback,1.1,manual,5,5,6,unknown
volkswagen t-cross,17670,14385,2021,1,petrol,suv,1.0,manual,5,5,6,full
toyota yaris,13000,51179,2019,1,petrol hybrid,hatchback,1.5,automatic,5,5,6,unknown
vauxhall corsa,9300,29871,2019,3,petrol,hatchback,1.4,manual,5,5,6,full
renault arkana,21495,16228,2023,1,petrol,suv,1.3,automatic,5,5,6,unknown
nissan micra,6550,104000,2017,2,diesel,hatchback,1.5,manual,5,5,6,unknown
citroen c1,4300,45000,2012,3,petrol,hatchback,1.0,manual,5,4,5,unknown
ford fiesta,6995,28249,2013,3,petrol,hatchback,1.2,manual,5,5,5,unknown
nissan juke,6495,81761,2013,3,petrol,suv,1.6,automatic,5,5,5,unknown
nissan qashqai,14000,50888,2017,1,diesel,suv,1.6,automatic,5,5,6,unknown
ford kuga,13995,58223,2018,2,diesel,suv,1.5,manual,5,5,6,unknown
renault grand scenic,4000,73000,2011,2,diesel,mpv,1.5,automatic,5,7,5,full
toyota yaris,13000,51179,2019,1,petrol hybrid,hatchback,1.5,automatic,5,5,6,unknown
bmw 2 series,17599,26607,2019,3,petrol,coupe,1.5,automatic,2,4,6,unknown
nissan micra,2685,75000,2008,3,petrol,hatchback,1.2,manual,3,5,4,unknown
vauxhall corsa,6495,26000,2012,3,petrol,hatchback,1.2,manual,3,5,5,full
volkswagen scirocco diesel coupe,11497,65946,2014,2,diesel,hatchback,2.0,automatic,3,4,5,unknown
bmw z4,5000,45979,2006,2,petrol,convertible,2.5,manual,2,2,4,unknown
renault captur,6499,72376,2014,4,diesel,suv,1.5,manual,5,5,5,unknown
nissan qashqai,9899,31859,2014,2,petrol,suv,1.2,manual,5,5,5,unknown
bmw 5 series,5400,121433,2011,3,diesel,saloon,2.0,automatic,4,5,5,unknown
audi a6,13995,39253,2014,2,diesel,saloon,2.0,manual,4,5,5,unknown
ford focus,11995,36132,2017,2,diesel,hatchback,1.5,manual,5,5,6,unknown
bmw 2 series,17599,26607,2019,3,petrol,coupe,1.5,automatic,2,4,6,unknown
renault clio,11890,49908,2021,3,petrol,hatchback,1.0,manual,5,5,6,unknown
bmw 1 series,5995,38500,2012,1,diesel,hatchback,2.0,manual,5,5,5,unknown
ford fiesta,3999,102500,2013,2,petrol,hatchback,1.0,manual,5,5,5,full
land rover discovery sport,23600,41995,2017,3,diesel,suv,2.0,automatic,5,7,6,unknown
vauxhall crossland x,10599,43941,2020,1,petrol,suv,1.2,manual,5,5,6,unknown
volvo c70,7495,55035,2011,3,diesel,convertible,2.0,manual,2,4,5,unknown
nissan qashqai,11999,60985,2018,1,diesel,suv,1.5,manual,5,5,6,full
bmw x1,18499,24554,2019,1,petrol,suv,1.5,manual,5,5,6,full
mazda mazda3 hatchback,11620,41284,2016,2,petrol,hatchback,2.0,manual,5,5,6,unknown
volkswagen polo,4280,78473,2008,2,petrol,hatchback,1.4,automatic,5,5,4,unknown
mazda mx-5,11399,41534,2015,1,petrol,convertible,1.5,manual,2,2,6,unknown
renault clio,11890,49908,2021,3,petrol,hatchback,1.0,manual,5,5,6,unknown
toyota yaris,13000,51179,2019,1,petrol hybrid,hatchback,1.5,automatic,5,5,6,unknown
renault captur,8499,47797,2016,4,diesel,suv,1.5,manual,5,5,6,unknown
ford fiesta,8795,36000,2016,3,petrol,hatchback,1.0,manual,5,5,6,unknown
kia sportage,7900,69000,2012,3,diesel,suv,1.7,manual,5,5,5,unknown
land rover range rover evoque,15995,44370,2013,4,diesel,coupe,2.2,automatic,3,5,5,unknown
vauxhall meriva,6990,34000,2015,2,petrol,mpv,1.4,automatic,5,5,6,full
bmw 3 series,18695,93289,2019,2,diesel,saloon,2.0,automatic,4,5,6,unknown
volkswagen golf hatchback,8663,75598,2013,2,petrol,hatchback,1.4,manual,5,5,5,unknown
peugeot 208,13999,21469,2021,1,petrol,hatchback,1.2,manual,5,5,6,full
renault clio,6495,74434,2017,2,petrol,hatchback,1.1,manual,5,5,6,unknown
toyota yaris,13000,51179,2019,1,petrol hybrid,hatchback,1.5,automatic,5,5,6,unknown
nissan qashqai,14990,45774,2020,3,petrol,suv,1.3,automatic,5,5,6,unknown
vauxhall crossland,13919,18920,2021,1,petrol,suv,1.2,manual,5,5,6,unknown
audi a3,14500,74000,2016,2,diesel,saloon,2.0,automatic,4,5,6,unknown
ds automobiles ds 7 crossback,19500,12716,2018,2,petrol,suv,1.6,automatic,5,5,6,unknown
volkswagen golf,6990,40000,2013,3,petrol,convertible,1.4,manual,2,4,5,unknown
renault clio,7995,47244,2016,2,petrol,hatchback,0.9,manual,5,5,6,unknown
volkswagen passat petrol/electric saloon,12995,90120,2018,3,petrol plug-in hybrid,saloon,1.4,automatic,4,5,6,unknown
vauxhall corsa,10361,46625,2020,3,petrol,hatchback,1.2,manual,5,5,6,unknown
nissan qashqai,9000,78000,2014,3,petrol,suv,1.2,manual,5,5,5,unknown
renault clio,11999,14829,2020,1,petrol,hatchback,1.0,manual,5,5,6,full
mercedes-benz sl class,9000,96900,2009,6,petrol,convertible,3.5,automatic,2,2,4,unknown
volkswagen polo,15970,11500,2021,1,petrol,hatchback,1.0,manual,5,5,6,full
peugeot 2008 estate,8460,57760,2016,2,petrol,suv,1.2,manual,5,5,6,unknown
suzuki ignis,10699,23250,2017,2,petrol hybrid,hatchback,1.2,manual,5,4,6,unknown
volkswagen passat,14444,42500,2018,1,diesel,saloon,2.0,manual,4,5,6,unknown
hyundai tucson,14043,55012,2018,2,diesel,suv,1.7,manual,5,5,6,unknown
kia sportage diesel estate,14495,70542,2018,1,diesel,suv,1.6,manual,5,5,6,unknown
renault clio,11199,19861,2020,1,petrol,hatchback,1.0,manual,5,5,6,full
volkswagen up!,6795,28000,2014,3,petrol,hatchback,1.0,manual,5,4,5,unknown
nissan qashqai,8900,76431,2017,1,petrol,suv,1.2,manual,5,5,6,unknown
toyota aygo,1795,110000,2006,4,petrol,hatchback,1.0,manual,5,4,4,unknown
bmw 2 series,21998,15744,2021,1,petrol,saloon,1.5,manual,4,5,6,unknown
volkswagen up,4699,72878,2013,3,petrol,hatchback,1.0,manual,5,4,5,unknown
mini hatch,10900,8700,2019,3,petrol,hatchback,1.5,manual,3,4,6,unknown
bmw 1 series,8450,60028,2013,3,diesel,coupe,2.0,manual,2,4,5,unknown
ford fiesta,6750,38500,2011,3,petrol,hatchback,1.4,automatic,5,5,5,full
peugeot rcz,5800,80000,2012,3,diesel,coupe,2.0,manual,2,4,5,unknown
mini hatchback,14599,29205,2018,3,petrol,hatchback,1.5,automatic,5,5,6,unknown
nissan qashqai,14990,45774,2020,3,petrol,suv,1.3,automatic,5,5,6,unknown
volkswagen t-cross,17670,14385,2021,1,petrol,suv,1.0,manual,5,5,6,full
maserati quattroporte,10000,72000,2009,3,petrol,saloon,4.2,automatic,4,5,4,full
hyundai i10,9495,41491,2019,1,petrol,hatchback,1.2,manual,5,5,6,unknown
renault clio,13999,12294,2022,2,petrol,hatchback,1.0,manual,5,5,6,unknown
ford ecosport hatchback,14315,15102,2020,1,petrol,suv,1.0,manual,5,5,6,unknown
mercedes-benz m class,10850,107500,2007,5,petrol,suv,6.3,automatic,5,5,4,unknown
mazda mx-5,13399,47380,2017,1,petrol,convertible,2.0,manual,2,2,6,unknown
